"logFC"	"logCPM"	"PValue"	"FDR"
"YDL129W"	-1.09274649485744	3.42214083354274	2.47090919807138e-12	8.31386610928227e-12
"YPI1"	0.956204890639982	3.77989020618184	2.47196616140058e-12	8.31386610928227e-12
"TSA2"	1.39662194689094	2.72669069128984	2.49071897877129e-12	8.37199165591718e-12
"YEH2"	-0.397401343144753	6.38079330341331	2.51777866296475e-12	8.4579538093931e-12
"RRI1"	1.26933755761952	2.9393967262148	2.5865346153234e-12	8.6838019455492e-12
"YET1"	0.367306370694369	6.5077687196099	2.60651861279992e-12	8.74573776151016e-12
"ATG26"	0.59828172747127	5.39957535152453	2.67884714553566e-12	8.9831305339694e-12
"TOS6"	0.375372729728883	6.57674365874191	2.70477439452665e-12	9.0647353751823e-12
"YHR033W"	2.17883156742648	1.59807547427857	2.7477714116409e-12	9.20341789287252e-12
"snR70"	-0.785649158550554	4.43155483690237	2.78229022601536e-12	9.31355705286975e-12
"TPO5"	-0.395467775616182	6.30900361979169	2.81162148752531e-12	9.40621195650358e-12
"RPS16A"	-0.116849691084083	10.7894274822871	2.96316616866203e-12	9.90738001430511e-12
"NUP42"	0.775432203181998	4.4441841329202	3.0024191898707e-12	1.00315499512041e-11
"RPL36B"	-0.144340089079324	10.2753326487726	3.00382730361838e-12	1.00315499512041e-11
"UTP10"	-0.194780841615729	8.54662514245295	3.08213408679716e-12	1.02870290095094e-11
"PEX25"	-0.49921463380906	5.74121053178717	3.0879381435065e-12	1.03003630867756e-11
"MEI4"	-3.55505952442903	0.47863247265151	3.21108874576624e-12	1.07048825049139e-11
"DMA1"	0.549272616734289	5.42488772079208	3.33695355435955e-12	1.11179716433723e-11
"HPA2"	2.29523448304805	1.38219118983141	3.6474241516739e-12	1.21452825261001e-11
"AIM44"	-0.497364586364256	5.6863905515522	4.00757140127791e-12	1.33367104376835e-11
"YMR090W"	1.05784133813295	3.55797423429205	4.0454282477041e-12	1.34548296976794e-11
"MAL32"	1.41485699395647	2.59581809579422	4.09775898265166e-12	1.36209221524919e-11
"TIS11"	-1.36487149391622	2.82796584267321	4.1348763055901e-12	1.37362810291891e-11
"YNL195C"	1.84931219201431	1.84551368514608	4.36912478067068e-12	1.45060037907515e-11
"BUD9"	-0.639318392612031	5.13621680171754	4.42349942881713e-12	1.46779753774387e-11
"CDC24"	0.494491113237789	5.85054913355867	4.47575581332171e-12	1.48427219575153e-11
"MST1"	0.67152119021739	4.84143734133436	4.49327218748191e-12	1.48921372732957e-11
"RPA14"	-0.477329170600164	5.81129612986995	4.5068158814213e-12	1.49283360260691e-11
"SPT23"	0.420996333886082	6.2189944615006	4.62767810043907e-12	1.53197669208721e-11
"MAK10"	0.561327912893628	5.55223201216033	4.65217434263539e-12	1.53919120900441e-11
"TRP5"	-0.207691949685871	8.39176555729473	4.80383565701832e-12	1.58844600644961e-11
"RPC82"	-0.428571752440201	6.48707545552219	4.88765538365002e-12	1.61522401361017e-11
"snR11"	-1.40961429138623	2.56096715675056	5.01190462714655e-12	1.65532395284063e-11
"RPS16B"	-0.120008198985271	10.6626599541839	5.03070462495917e-12	1.66056997881261e-11
"BIO2"	-0.379991606435674	6.43796391155835	5.40331464874512e-12	1.78253033661383e-11
"YPR148C"	-0.385439253669129	6.49682421767287	5.40670032648507e-12	1.78261445622501e-11
"PAM17"	0.404389050216418	6.29630106672821	5.54039929242913e-12	1.82563851684557e-11
"YGR204C-A"	3.16809979254669	0.695333916754813	5.55483780546983e-12	1.82933756300435e-11
"CDC10"	0.373703048303781	6.4540226755203	5.60122731242868e-12	1.84354845762826e-11
"MAF1"	0.66198231015615	4.89196959770515	5.94580930480232e-12	1.95583120632839e-11
"COX5B"	1.13252161803748	3.2279271058851	6.18979508987655e-12	2.03491300472039e-11
"IPI1"	-0.590394511724617	5.37231063493527	6.29521239358174e-12	2.06837503572155e-11
"VID28"	0.856945513804124	4.12689823482959	6.31083731684908e-12	2.07231301511757e-11
"ELP3"	-0.342244483655801	6.64473898654672	6.57279619009347e-12	2.15708942399955e-11
"DSE1"	-0.454701821834597	5.92661477654888	6.60077924356585e-12	2.16502517355207e-11
"MTR4"	-0.220058385337846	8.01202187306115	6.65398365071391e-12	2.18121951106304e-11
"PEX21"	-1.02588730818081	3.61214373165983	6.96749510640175e-12	2.28267647502023e-11
"RPO41"	0.32893469155491	6.79358575472544	7.0909838603009e-12	2.32179770560974e-11
"RPT3"	0.308790565945472	7.05630560441058	7.68350444728909e-12	2.51436059326805e-11
"YDR444W"	0.676979050530008	4.79525424950705	8.12350951299172e-12	2.65682154893595e-11
"TDA10"	0.845757432518415	3.9927345624205	8.58049912607196e-12	2.80467060986531e-11
"RPS9A"	-0.282568528523059	7.42184447639046	8.65676841336717e-12	2.82797701352339e-11
"RRP43"	-0.431386696919176	6.0918768243205	8.87644171580148e-12	2.89807678496408e-11
"PBS2"	0.444607589466442	5.90562773289853	9.20816341700038e-12	3.00465802271634e-11
"GCN20"	-0.260267575435509	7.67452604821623	9.25052030579534e-12	3.01675043649477e-11
"NNF1"	-1.02213338142139	3.46503395748389	1.07401308430729e-11	3.50053262853218e-11
"VPS34"	0.602055261377898	5.20415702426347	1.11383448069813e-11	3.62824572831532e-11
"BGL2"	-0.118142000733938	10.5896857506253	1.15197679361554e-11	3.75034640528694e-11
"LOT5"	-0.607693564080934	5.15985191568918	1.18285959992952e-11	3.84868717828496e-11
"YMR181C"	-0.65134006081602	4.89360736999603	1.19157741179636e-11	3.87483825400827e-11
"PTC3"	0.263788782717407	7.72680704607128	1.19788203424788e-11	3.89311661130562e-11
"TOS4"	0.507619293445182	5.5407712991502	1.21260255794684e-11	3.93871019107206e-11
"SMF2"	0.336234839301178	6.75071987402475	1.21769293300131e-11	3.95298948717756e-11
"YPD1"	-0.503321255661836	5.57907465143785	1.22216526267263e-11	3.96524729667121e-11
"ERV14"	-0.254765912210663	7.5082264661595	1.22780498852696e-11	3.9812765402463e-11
"MSP1"	0.701461212406706	4.88482058045857	1.2989613211738e-11	4.20961056503335e-11
"SLY41"	-0.394773153004104	6.25924422018999	1.31664991773089e-11	4.26450775401573e-11
"YFL068W"	-4.30066746746796	0.177879174362129	1.31795282292769e-11	4.26630095153511e-11
"APT1"	0.156869784312013	9.18562056686361	1.3338407969008e-11	4.31527812360976e-11
"YBL086C"	0.888484019941501	3.99398454025929	1.37026546120029e-11	4.43060280299515e-11
"CBP3"	0.559004741384318	5.33723235104521	1.37493499701629e-11	4.44317813451235e-11
"DOM34"	-0.493236144235102	5.68167064096251	1.39302420510697e-11	4.49908101184293e-11
"RPS17A"	0.134465426369722	10.501566156507	1.44963079613901e-11	4.67925042699293e-11
"SNL1"	-0.425962427865796	6.06101975888185	1.45312525455158e-11	4.68787263423044e-11
"NSG1"	-0.281712900997593	7.20625591931246	1.66593891336475e-11	5.37137948623946e-11
"SPE2"	-0.378068637942957	6.29279499862115	1.73666488552534e-11	5.5962477974993e-11
"PET123"	0.522571424624281	5.44160534574773	1.77438944115913e-11	5.7145777590272e-11
"SAM1"	-0.161897170440898	9.74952257125746	1.79909931098326e-11	5.79088268894216e-11
"NRG2"	-1.14224583562467	3.11137863241218	1.81348058384728e-11	5.83387482735957e-11
"YMR155W"	0.576864878783977	5.23609937158178	1.93271367879333e-11	6.21393093565738e-11
"PHO89"	-2.47085194755212	0.971380993735117	2.05372127283337e-11	6.59926011710677e-11
"MIG3"	-1.43744499583361	2.38832917979993	2.06021146748399e-11	6.61638132873878e-11
"ILV3"	-0.176951082588873	9.03002498273241	2.06453734045415e-11	6.62653642420853e-11
"ZNF1"	2.11245414743731	1.35509320370373	2.07617541484905e-11	6.66013679557773e-11
"snR46"	-1.62749648168363	2.10263145553892	2.08659920327917e-11	6.68980622943219e-11
"SHY1"	0.935291534755508	3.77657929517489	2.09213672863392e-11	6.70378533080561e-11
"COG6"	0.61321293794637	5.13229822887543	2.10445001594923e-11	6.73944791384415e-11
"GUT1"	-0.615432708103622	4.99097621721451	2.16218632136823e-11	6.92045470144504e-11
"SWI6"	0.496309178330601	5.64741318013506	2.23986963690945e-11	7.16506613065303e-11
"FUS1"	-3.29679928844256	0.478647523752046	2.31624312534769e-11	7.40521524746197e-11
"RGI1"	1.99728346443266	1.55113220595788	2.32478706026522e-11	7.42836000064544e-11
"RAV2"	0.868306414115855	4.1106994513549	2.37460716038603e-11	7.58329398274707e-11
"VMA9"	-0.337807581363974	6.79903506415746	2.40600538809871e-11	7.67925710753031e-11
"PAN2"	0.415074966977168	6.12481329593664	2.44184536130135e-11	7.78928150546211e-11
"MRM2"	-0.640554445270871	4.84712165710467	2.56859936441295e-11	8.18902843279245e-11
"HIS3"	-0.43257455608646	5.86604516925096	2.6434570944355e-11	8.42296849228638e-11
"MET6"	0.242350443349373	7.60530204644956	2.69085014907651e-11	8.56918386400538e-11
"BUL1"	0.469059707482164	5.69549442882183	2.82969946733982e-11	9.00632127838621e-11
"MYO3"	0.744005032548704	4.56037606917527	2.89398869575768e-11	9.20579420873979e-11
"PUT3"	-0.586580272628404	5.12186540369892	2.92709858538463e-11	9.30591811567845e-11
"PYC2"	-0.202732775493132	8.58920435687389	2.94071314139911e-11	9.34398472495899e-11
"MIX14"	1.16655817410605	3.07298762008379	2.94500016040749e-11	9.35238757019533e-11
"TUB3"	0.295691549133322	7.17394179734669	3.01849964373689e-11	9.58045539099099e-11
"CIR1"	0.570256738272934	5.15731365731216	3.03500664001069e-11	9.62748067310355e-11
"COX1"	-0.630763538753974	4.89041568448396	3.06302259681105e-11	9.71094135091431e-11
"YGR250C"	0.638453259767105	4.85135554932466	3.08283351170402e-11	9.76831052623411e-11
"IGD1"	1.70382462328329	2.05105890460309	3.14392738441462e-11	9.9563529070394e-11
"VHT1"	-0.455138647443242	5.83356410153729	3.15041787689129e-11	9.97136152919345e-11
"BBC1"	0.360631890238578	6.40015729877579	3.31692023661918e-11	1.04925243485053e-10
"SDH5"	0.997602837110946	3.51186265590978	3.34000080301729e-11	1.055966939055e-10
"YNR061C"	-0.302329406576758	6.99570530032366	3.51933111469102e-11	1.11204613579638e-10
"CHL4"	0.811293430972622	4.09036917423105	3.55431155997335e-11	1.12247642942253e-10
"YPT52"	0.461277593785142	5.79890271159449	3.61041729491397e-11	1.13956297545677e-10
"SAT4"	-0.308360729572668	6.93277802402707	3.67166102185545e-11	1.15825140490000e-10
"COX8"	0.303425339154842	7.08973425712989	3.67785085057535e-11	1.15956161368638e-10
"SCY1"	0.523545954863829	5.58530004382375	3.69664370463859e-11	1.16484168534655e-10
"COA3"	0.632952576792991	4.87140278250618	4.09789949334059e-11	1.29056635592264e-10
"RUF21"	0.755087411371539	4.36620104107621	4.28536616167013e-11	1.34885986315919e-10
"GLN3"	0.73390950189458	4.43907409358456	4.4692169383108e-11	1.40595145009623e-10
"FMP46"	1.23539890189846	2.93941735293428	4.48601056172458e-11	1.41045522575703e-10
"MAP2"	-0.240686345016268	7.85441266131188	4.49772834869781e-11	1.41335900758749e-10
"YLR001C"	0.571943650101727	5.30837135170348	4.57444431351122e-11	1.43667324440887e-10
"snR19"	-1.54505330541657	2.10811723396787	4.62103494484858e-11	1.45050567673472e-10
"RIM15"	0.4987846113792	5.55797968670343	4.79143617774756e-11	1.50316460584543e-10
"TFS1"	0.900402521091521	3.90181790559392	4.79470795843967e-11	1.50336272661649e-10
"YDR306C"	0.671460532182061	4.70702676309353	4.90924482196791e-11	1.53842817921218e-10
"OCT1"	0.622332949082395	4.89446566860812	4.98129793919474e-11	1.56014909052667e-10
"ARC35"	0.413415424705313	6.16776978949331	4.99681348226574e-11	1.56414821154597e-10
"RPT5"	0.29816147713121	6.98089464081861	5.12600492585451e-11	1.60370725537448e-10
"BUG1"	-0.490309211985257	5.59368057541625	5.38287957967191e-11	1.68314751931092e-10
"NIP1"	0.201189536595892	8.39392695896123	5.69093767900223e-11	1.77849611109982e-10
"YRO2"	1.87343192210859	1.65856896223114	6.46171123411444e-11	2.01826570307447e-10
"MRP10"	-0.713405524725052	4.53085364443794	6.67764142800578e-11	2.0845663536768e-10
"APL1"	0.532729333239997	5.45871957767633	6.82856095218768e-11	2.13051101708256e-10
"SDT1"	0.526950081431486	5.49289511104231	6.91192266053806e-11	2.15533886249199e-10
"ATS1"	-0.902283783760074	3.764416018239	6.96239762825870e-11	2.16989009826519e-10
"YPR158W-B"	-5.92824758519574	-0.139638932226222	7.3260823844509e-11	2.28198649327481e-10
"YDR316W-B"	-5.94180571169347	-0.130901476405284	7.47331748397698e-11	2.32657571097676e-10
"GLO1"	0.318818031282898	6.74235968085619	7.54253009036751e-11	2.34683969041271e-10
"ASG1"	0.513125246266623	5.3961507939268	7.89684952943833e-11	2.45574337633107e-10
"SSP120"	-0.363202971690552	6.42550389739149	7.90532578318955e-11	2.45703739134723e-10
"TIM13"	-0.55263853236605	5.34448397956834	8.45144377030745e-11	2.6253421073721e-10
"SRV2"	0.300829837610625	7.13250854207284	8.53331495654549e-11	2.64932908192857e-10
"LAM5"	0.753982756319391	4.20357896758792	8.97606409302684e-11	2.7852702422722e-10
"MCP1"	1.00951698857083	3.47253296673385	9.08684816130006e-11	2.81811075329208e-10
"PTP1"	-0.752406076274292	4.42258389516646	9.13127730253187e-11	2.83034801092088e-10
"BNS1"	1.14115063358486	3.00775890491497	9.15506788411643e-11	2.83617826616752e-10
"COG3"	0.562550311006379	5.16987143300922	9.32157002434363e-11	2.88618921797785e-10
"YRM1"	0.629432013300983	4.88026915178524	9.94024131217301e-11	3.07607250171267e-10
"SAM35"	0.357488762954523	6.35985829046497	1.00305830968234e-10	3.10234330001696e-10
"YJR112W-A"	-0.688876884254571	4.48239308380005	1.01841025381318e-10	3.14714331834551e-10
"HOS3"	0.468788454358496	5.62173685064459	1.01864860128394e-10	3.14714331834551e-10
"SIP2"	1.55114727406507	2.27982572548733	1.02807893230428e-10	3.17455609573785e-10
"VMA16"	-0.208571499938222	8.32390511877215	1.02937068362164e-10	3.17682204473799e-10
"MSY1"	0.65061734569314	4.71872308698246	1.04147889145117e-10	3.21244897503952e-10
"HBT1"	-0.891569405896572	3.82690533981045	1.04977745900375e-10	3.23629282705327e-10
"YJL193W"	-0.50496071799877	5.47811663867312	1.05314812800448e-10	3.24492718661121e-10
"SKS1"	0.703713485162327	4.57719102374905	1.0648147709617e-10	3.27909967866733e-10
"SIS2"	-0.42853487714516	5.89947492195064	1.08667050228056e-10	3.34459558918137e-10
"UPC2"	-0.74963523565445	4.42156686283482	1.09235231492851e-10	3.36026692663583e-10
"SEC59"	-0.537026210791878	5.23975833328233	1.11001948911107e-10	3.41277050269894e-10
"SSQ1"	0.578996734197131	5.06287231348883	1.11961367626546e-10	3.44041029285243e-10
"VOA1"	-0.164911905809685	8.79520794912426	1.14743106440313e-10	3.52398731429959e-10
"DET1"	0.534739471974898	5.29087365772002	1.16665281453037e-10	3.58108955576061e-10
"TSC3"	-0.505930300747601	5.39710703856207	1.19031703112391e-10	3.65175925388985e-10
"YCR100C"	2.09985084059497	1.34595308728437	1.22796204413654e-10	3.76522125972723e-10
"STE23"	-0.241540369885929	7.54555229767635	1.26444345730385e-10	3.87499518077938e-10
"FCP1"	-0.38615484178959	6.37403880182293	1.2686941898688e-10	3.88593045568206e-10
"UBA3"	1.49599740353804	2.27976970425573	1.32344462719899e-10	4.0514482297156e-10
"REB1"	0.374272991639692	6.34575546021776	1.34896197032438e-10	4.12734522247556e-10
"YML039W"	-5.87387266807526	-0.174841355111542	1.44056618988457e-10	4.40525450333124e-10
"snR10"	-1.20632462916956	2.7878890644637	1.4530985980043e-10	4.44119346056709e-10
"PAP2"	-0.433904485822539	5.84430583943436	1.47586900452529e-10	4.50836808571192e-10
"YLL058W"	0.765851598406724	4.28110570008729	1.49214183741012e-10	4.55563304140119e-10
"UME1"	0.478005187469239	5.55737868878328	1.52886819882114e-10	4.66526019511661e-10
"MSH1"	-0.483963551957847	5.51754773454856	1.54921276443127e-10	4.72480850598375e-10
"YDR109C"	0.685024084719984	4.5426851753394	1.59246007049102e-10	4.8541047330706e-10
"SOL1"	0.701649051483114	4.43158358708553	1.63531801286238e-10	4.98207638589534e-10
"UBP2"	0.372530504283723	6.28368098871959	1.7630930141673e-10	5.36847680356611e-10
"SPB4"	-0.402880428438516	6.06616265899521	1.76581849638039e-10	5.3739019339337e-10
"NNF2"	-0.348532934262354	6.56757253570909	1.77544563031394e-10	5.40031379220491e-10
"PUT1"	1.76041625644071	1.716549560133	1.91119101665711e-10	5.81010232186095e-10
"DOA1"	0.388361882298479	6.12374957568044	1.92448245406244e-10	5.84738692285567e-10
"RRD2"	0.772349318739002	4.16786297739736	1.96146542190926e-10	5.95657819325403e-10
"PSH1"	-0.790470592618866	4.15576547381319	2.02833299734744e-10	6.15635825527523e-10
"ATP15"	0.332430050251345	6.73604023723264	2.03100204112623e-10	6.1611750784085e-10
"SKN1"	-0.616903351954997	4.92373988017392	2.05321206979201e-10	6.22523403908185e-10
"SAP185"	-0.37010272071394	6.22899915609201	2.23945457100585e-10	6.78629820505978e-10
"YHR097C"	0.941716326965618	3.57986455046773	2.29642555002784e-10	6.9552378094992e-10
"AIM2"	0.433266989910217	5.89642987678098	2.34128984013234e-10	7.0873494682156e-10
"YBR126W-A"	0.347407129848337	6.50360690896521	2.36098530763564e-10	7.14317233882962e-10
"ART10"	0.90730241855901	3.6050487224208	2.49251703132527e-10	7.53711735335428e-10
"PKH2"	0.680154292972799	4.47621576743223	2.64812023718849e-10	8.00339523914609e-10
"UGO1"	0.644585029477152	4.70263056018845	2.65426901906741e-10	8.01772296794155e-10
"IME2"	-1.40604494990532	2.35220010111501	2.66478795945794e-10	8.04522939615776e-10
"YGL204C"	-1.83903278195108	1.52021090854483	3.07915805810304e-10	9.29132272540472e-10
"RPL8A"	0.135644501213121	9.65309818353703	3.15010672548525e-10	9.50037483840732e-10
"TPK3"	-0.523807071826023	5.24241445336981	3.39611114189638e-10	1.02368749825082e-09
"YFL002W-A"	-2.81926615374177	0.520790812870092	3.48395649726552e-10	1.04961102092221e-09
"TIM9"	-0.347694684368231	6.49133857439887	3.69767245862688e-10	1.11340808986893e-09
"HRD1"	0.488918427988475	5.39276543351218	3.72267940333409e-10	1.12034548216619e-09
"ATG15"	0.857724722548208	3.96609092972898	3.73420250423516e-10	1.12321970729609e-09
"YOR283W"	-0.48610646256143	5.42791122170935	3.85723264300505e-10	1.15961365730046e-09
"POP6"	-0.778775234421384	4.0267938299989	3.91959042942232e-10	1.17773867573249e-09
"THS1"	-0.14195255123464	9.60662112945517	3.92192049885183e-10	1.17781726373747e-09
"PAU3"	-5.39052614395879	-0.177452544262722	4.00482050151767e-10	1.20207949054516e-09
"SRP14"	-0.429636670432531	5.84364921746968	4.02374510406565e-10	1.2071235312197e-09
"SWC3"	-0.593975222563585	5.0865236477659	4.08528512774419e-10	1.22494015362693e-09
"GTO3"	2.79067562936141	0.695372351431842	4.28287833528796e-10	1.28351101269103e-09
"MTR10"	-0.352327277540312	6.37056273775414	4.62694337149034e-10	1.38589245435381e-09
"HSV2"	0.881617821047586	3.81191525809461	4.64056592085826e-10	1.38924197441466e-09
"ERD1"	-0.430575224057232	5.81331029000412	4.9382927574774e-10	1.47759532112855e-09
"CPT1"	0.265284135352172	7.12379377282073	5.18973239305547e-10	1.55201345830136e-09
"LEU3"	-0.490857976293006	5.37173820750683	5.21589431010523e-10	1.55901848828027e-09
"ATG7"	0.943719870292381	3.43640582854627	5.34355276320584e-10	1.59633732600703e-09
"THO2"	0.457339399822433	5.56960981928562	5.36410518249756e-10	1.60125165665979e-09
"TRA1"	0.26148102086441	7.33626260019161	5.36562725835419e-10	1.60125165665979e-09
"TYR1"	0.418445435195404	5.75388411864391	5.51110649810575e-10	1.64380515454238e-09
"MRPL20"	0.575985303758632	5.06069522020914	5.52368310533581e-10	1.64669380114042e-09
"SAL1"	0.59134033534181	4.84417036256958	5.53493503229687e-10	1.64918472390886e-09
"LDB18"	-0.637639637909263	4.58914076351551	5.58354387758721e-10	1.66279805643209e-09
"HEH2"	-0.38174275931967	6.40548550057334	5.61074581895058e-10	1.67002544135414e-09
"YLR149C"	1.14186526888179	2.80908015562636	5.67677212047727e-10	1.68879521703226e-09
"ALG6"	0.258495226884695	7.33235619120818	5.73776868595078e-10	1.70604986411508e-09
"PDB1"	0.159586752934028	8.76160802061246	5.75973996263359e-10	1.71168890121272e-09
"ERF2"	0.842362270693105	3.86887909320319	5.79935034191803e-10	1.72256133786548e-09
"GLC7"	0.251423691856691	7.67770562272545	5.84339047881626e-10	1.73473750711052e-09
"IMP1"	0.720912801871836	4.37297411729602	5.86661124562817e-10	1.74072352436721e-09
"ULS1"	0.422410580402802	5.82430132850204	5.87072552942406e-10	1.74103703981982e-09
"YPL068C"	-0.958502056807362	3.53134604011058	6.00794268004141e-10	1.78080299948755e-09
"PPH22"	0.355758596347662	6.34807671600529	6.30594829697227e-10	1.8681617899563e-09
"HDA1"	0.568301294848139	5.10204732921592	6.40303204282632e-10	1.89593678896792e-09
"DSD1"	-0.642775262574996	4.54578464752545	6.49035239771873e-10	1.92079347986541e-09
"MIC60"	0.429354308886468	5.97267673170324	6.5702846581679e-10	1.94343900486276e-09
"AIM10"	0.830604754203162	4.06271603591896	6.61689810119153e-10	1.95621068474479e-09
"RPN7"	0.295919783248699	6.97095758712182	6.64714864359861e-10	1.96413411399328e-09
"BMH2"	0.221387896316442	7.67626389946234	6.82844386601175e-10	2.01665764383148e-09
"IKS1"	0.892410358098827	3.64098304638083	7.01644692779084e-10	2.07087214228285e-09
"PUP2"	-0.312834486949703	6.64776716171347	7.01928913699667e-10	2.07087214228285e-09
"CCC2"	-0.532832614769117	5.35740125852764	7.07360040034591e-10	2.08581463902484e-09
"FTH1"	-0.404463243550376	5.93453566922968	7.44959473563807e-10	2.19554826214923e-09
"RPR2"	-1.13655034995903	2.78431152366701	7.55713079684089e-10	2.22608912349778e-09
"YDL206W"	0.768020666360245	4.25461588282704	7.61407980395606e-10	2.24170477785552e-09
"ALD2"	0.932841695581934	3.54425698438635	7.67357636938327e-10	2.25805394559526e-09
"POL2"	-0.372774851917367	6.35689037786333	7.93852244679336e-10	2.33481130227487e-09
"HAT2"	0.431658908305486	5.8003612458791	8.16555985030234e-10	2.40034578149827e-09
"PSP2"	0.558828741824786	5.00609713777753	8.24279692404949e-10	2.42180008697306e-09
"SFH5"	-0.407586533262318	5.98877147926107	8.32011485946863e-10	2.44325600875783e-09
"RTP1"	-0.519101356530135	5.36402406172882	8.43700179686006e-10	2.47630351707841e-09
"BSC6"	-0.462129244720804	5.53905838345643	8.51508069334205e-10	2.49793248160173e-09
"SSK1"	0.569027151768997	5.0635879740057	8.65919298754627e-10	2.53890035381506e-09
"GSF2"	-0.181301074474211	8.18732718754397	8.94877116955403e-10	2.62245512297687e-09
"TSC13"	-0.188088322569906	8.29852001229998	9.24498482736653e-10	2.70786746949717e-09
"RPL36A"	-0.137904608902628	9.30324701126807	9.27730900452967e-10	2.71593817335691e-09
"YPR147C"	-0.499089210266437	5.3403742634806	9.50737244002361e-10	2.78185913018985e-09
"HIT1"	-1.04597185931965	2.99862524382524	9.64694281872047e-10	2.82124768411887e-09
"YPR137C-B"	-2.97169786930639	0.425449396165813	9.94440943007488e-10	2.9067488344377e-09
"LAS1"	-0.579630218652207	4.99289505731238	1.02312275414306e-09	2.98905128891255e-09
"MCH4"	-0.504260092339988	5.26968460856242	1.04408784904241e-09	3.04873651920384e-09
"SNO2"	2.96176190759696	0.469433922468579	1.05012893614796e-09	3.06480479878342e-09
"YFR018C"	-0.47434706242584	5.58083285101984	1.06731983838991e-09	3.11338071710663e-09
"OTU1"	0.778882964756456	4.0807187698037	1.07981687458606e-09	3.148221855552e-09
"SLM1"	0.641109105778466	4.68821556249423	1.08854492319058e-09	3.17204441793611e-09
"YNL200C"	0.987418993624884	3.28904534717173	1.11727861847324e-09	3.25410969492921e-09
"RBD2"	-0.249020325093917	7.35771070050511	1.16297989057857e-09	3.38548440539591e-09
"MSS51"	0.268149131264293	7.05405116273815	1.16500628929798e-09	3.38965038899473e-09
"YLR162W"	0.615565490719824	4.60861681097985	1.19795660591523e-09	3.48374101842763e-09
"YMR160W"	0.861867303362541	3.93736569129385	1.21349534879862e-09	3.52712736909613e-09
"BCS1"	0.447414267859996	5.56131450810226	1.25264376801984e-09	3.63905796689028e-09
"SSS1"	-0.22145898135644	7.60656469516408	1.27158695771376e-09	3.6922060873137e-09
"ERG29"	-0.468483385667616	5.52048378083167	1.28727368013022e-09	3.73563352815341e-09
"GOT1"	-0.357788882095274	6.18697156464455	1.28785539440905e-09	3.73563352815341e-09
"SLF1"	-0.801347468133975	3.89124022314797	1.30729653339114e-09	3.79009493947513e-09
"RPL40B"	-0.111455046046515	10.2280384951412	1.31287909086896e-09	3.80434277018213e-09
"YGR012W"	-0.537132475717897	5.05697973079024	1.32643012696247e-09	3.84165470138571e-09
"YOR292C"	0.744784034205521	4.38508097813307	1.37721482731421e-09	3.98671135064926e-09
"DTR1"	-1.99618718750597	1.22249948108085	1.39037350793264e-09	4.02275749703682e-09
"LSM3"	-0.566480025275495	4.96405994311631	1.46148494216063e-09	4.22635615066664e-09
"ZDS1"	-0.567675421190253	4.85173868292781	1.47742420407685e-09	4.27028092284954e-09
"ARE1"	-0.437650548931628	5.81680127520609	1.54336924344802e-09	4.45862225884983e-09
"PRR2"	-1.03959229870328	3.05311435701369	1.54460269265047e-09	4.45992278496541e-09
"NUP133"	0.352771068232957	6.37688806637955	1.56039871597699e-09	4.50324900596705e-09
"SEN1"	-0.289471562468088	7.0467644044236	1.57079012070843e-09	4.53094171596443e-09
"TRK1"	-0.271348919199667	6.96213854683589	1.57384250082704e-09	4.53744769605527e-09
"ISC10"	-0.676525116164713	4.36098858844937	1.66040351374179e-09	4.7845838093349e-09
"TDA11"	1.00488827977209	3.25518446458919	1.69109162991383e-09	4.87054918600371e-09
"MHP1"	0.411678529171521	5.90104724576748	1.73587308497012e-09	4.99699764702723e-09
"ECM4"	1.28336316223821	2.48980379381486	1.74553719215659e-09	5.02227830830702e-09
"SEC14"	0.186669262368106	8.08515309867875	1.80314964353494e-09	5.18542124762017e-09
"YKL070W"	0.765801199741932	3.9541436285526	1.81310343732929e-09	5.21141391830033e-09
"YNL054W-B"	-2.03118812495839	1.06611785506261	1.84298963872198e-09	5.29464329106103e-09
"HUR1"	-0.612663612320441	4.76305222506896	1.8764461950022e-09	5.38804066280511e-09
"PPH21"	0.279795429057449	6.86589001653571	1.98228576455386e-09	5.68908021339196e-09
"UPS2"	0.533074255084575	5.12643026745853	2.026734932036e-09	5.81371723073703e-09
"WBP1"	-0.174765216678652	8.3260225075699	2.05675408956286e-09	5.89685689122403e-09
"PHM6"	-1.547565474404	1.98344755242019	2.06549135583478e-09	5.91892691500919e-09
"SWE1"	0.446955574262346	5.71734068577423	2.06910855634381e-09	5.9263099194274e-09
"PIR1"	0.179555234924329	8.43398534566889	2.11127228096428e-09	6.04403437295657e-09
"UBP12"	0.320436909582355	6.5845194772807	2.12373476516146e-09	6.07665615720068e-09
"POM34"	-0.412123522641724	5.71211104000614	2.16828085726592e-09	6.20100010109099e-09
"CSH1"	-0.858393997854723	3.82015809083374	2.24573476230567e-09	6.41928400430146e-09
"IKI3"	-0.217527869890241	7.79080162686233	2.26370121410182e-09	6.46739323286291e-09
"FYV8"	-0.644768985004162	4.52552665234621	2.27729335893391e-09	6.50296308213123e-09
"SEC2"	0.511964753922094	5.30568421941269	2.37927446729294e-09	6.79077133672482e-09
"YBL113C"	-1.08463106343122	2.81042641894577	2.41116157359683e-09	6.87833366736491e-09
"GOS1"	0.593508221705276	4.67853078689618	2.52874748046365e-09	7.2101593158538e-09
