"logFC"	"logCPM"	"PValue"	"FDR"
"NMA111"	-0.0489488364863121	7.08105459434965	0.276538434810709	0.331566613563313
"YHL018W"	0.486091302058308	0.337282704516176	0.27666451552936	0.331647947668248
"SPO16"	0.274857506352261	1.99430619193751	0.277406881291285	0.332443118247929
"AHC1"	0.103532420555196	4.89301888765571	0.2774446255557	0.332443118247929
"WSC3"	-0.0821820870672889	5.57402764252656	0.277808234864628	0.332808771159098
"SUS1"	-0.145570794765981	3.80890186931372	0.277898535372535	0.332846920574509
"REC102"	-0.330300248371417	1.38299350497775	0.277994718396511	0.332892098117715
"PIN4"	0.0700634825469595	6.04970068319352	0.279090955807204	0.334134546334361
"INN1"	-0.128236191093982	4.22722741921437	0.279763526870411	0.334869355055732
"DST1"	0.0715568236545858	5.9865805422466	0.281473756242414	0.336845642716331
"TRP3"	-0.0576522290410591	6.56864488533892	0.281611517688787	0.336939689371707
"BUD32"	-0.0915844217223897	5.23292650159379	0.281787833038941	0.337079815404145
"SPT21"	-0.103276681320329	5.06543220513431	0.281903780862207	0.337147684988323
"FSH2"	0.104367719415551	4.92053366585329	0.283234010917549	0.338667462865293
"YER175W-A"	0.291687108098291	1.70290090595034	0.28336605880082	0.338754217680426
"PAU2"	-0.368961787905513	1.05204502793219	0.284461822942722	0.33999278334086
"TOF2"	-0.108059546078358	4.74929459916444	0.285635825751822	0.34127717565941
"MSS1"	0.184344372243679	3.1653788380813	0.285656308253029	0.34127717565941
"YJL077W-B"	-0.509531990852744	0.160538662211547	0.286089568889535	0.341723097389765
"ALY2"	0.0938157188669887	5.15086930238348	0.286218751060925	0.341805698100022
"RSP5"	-0.0388020660799974	7.89427421890889	0.287300336118063	0.343025396069668
"PET127"	0.0987904865393671	5.15228743141762	0.28781265545886	0.343565044063469
"POS5"	-0.0984836449555354	4.99138889894401	0.28922929890652	0.345183740929307
"SNF2"	-0.0586715394023872	6.53664736681463	0.289386504305603	0.34523030203145
"SNF5"	0.102761009639436	4.79809096802726	0.289389573515299	0.34523030203145
"STU2"	-0.0803088348258914	5.58474704818806	0.289577934475823	0.345382647445609
"LAM6"	0.115904378442777	4.69893994348922	0.28992580978554	0.34572514364793
"MDM36"	0.12318072274104	4.31726075105156	0.290253662359775	0.346043625099782
"PAC1"	-0.126649920051703	4.36518563933903	0.290833714725942	0.346662585649888
"RHO2"	0.09387020864916	5.03168394303844	0.290996345275679	0.346783840518986
"YPL216W"	-0.115230948523737	4.41092417775595	0.291068587217853	0.346797349993399
"YBR221W-A"	-0.348532493980399	1.16055576421758	0.29217559112797	0.347988267439501
"PAP1"	0.0758083104976072	5.63085178796897	0.292190359435942	0.347988267439501
"UBP16"	0.150633755391568	3.67556130116561	0.294025168851187	0.3501002324213
"ISC1"	0.0858767182639246	5.46015130361116	0.294563258650098	0.350667613371034
"ALA1"	0.0277334464303361	8.80790153048168	0.294804923106639	0.350881946523662
"ENV9"	-0.0541348086828699	6.59403265680289	0.29567252836084	0.351841040018103
"PTR3"	-0.147239728766645	3.7369567461281	0.295957761425949	0.352106872870738
"MGR1"	-0.0916533302536183	5.24913507484561	0.29613276710704	0.3522414823287
"FMP32"	-0.146871902097897	3.62958402740876	0.297083231798049	0.35329822929367
"IRC23"	-0.1776272588434	2.95604112337815	0.297229497009549	0.353398362073997
"NUP49"	0.0673439494971175	6.05026014919033	0.297792094867364	0.353993358700369
"YOL024W"	-0.495327955695178	0.201769053269507	0.297973478047784	0.354135041537066
"DRN1"	-0.0872021903653211	5.34458491719689	0.299876777065298	0.356322697956972
"snR36"	-0.293680552659471	1.49503898142506	0.300403045436703	0.356873553247776
"PAL1"	0.0665228312505893	5.96032463903326	0.301900514539261	0.358577707506582
"LSM12"	-0.0743627548914445	5.65124502555488	0.302055371471024	0.358686816508031
"NUF2"	0.13220103447403	4.12042182883025	0.303546848085573	0.360382767514439
"CDC123"	-0.102550652565065	4.83607424085802	0.304883233617928	0.361893919579004
"THI20"	0.112455992505071	4.44080526613182	0.305337525756973	0.362357622271822
"FMP10"	0.134110730262708	4.08237445805814	0.305584238017857	0.362574838773428
"UBP8"	0.0932103986359643	4.99553012030227	0.306653348471989	0.363767534624897
"APC9"	0.165855714025052	3.17844612901816	0.306985378008578	0.364085553505696
"GWT1"	-0.0672998431627331	5.98419223413692	0.307175113163454	0.364234713526178
"RPS30A"	-0.0222419768134622	9.60205440321612	0.307645828820525	0.364685067177478
"NUT2"	-0.2420014122775	2.15016183395165	0.307683010663963	0.364685067177478
"SLX1"	-0.15059939715463	3.49088013805374	0.308160921192588	0.36517550161719
"THI2"	-0.250539836669819	1.96500451272188	0.308717670859992	0.365759138134997
"BET3"	-0.0721717354897449	5.70250302902629	0.309010272746658	0.366029642816616
"PUF3"	0.0948105814687936	5.08040855883229	0.309102431097808	0.366062654465665
"HOS1"	0.171119577399774	3.17586812407543	0.309673772915522	0.366663019958615
"YBR184W"	-0.259576437021296	1.99465709896385	0.309974812008687	0.36694315583731
"CTO1"	-0.15538750715395	3.37413654322213	0.310091453876031	0.366950238316329
"DAL2"	0.238022758232494	2.17594126750433	0.310109685068173	0.366950238316329
"SGO1"	-0.122078456600867	4.14897266995874	0.310568630999801	0.36741695094803
"CDC7"	-0.134582636659729	3.92269588329633	0.311757972686669	0.368747381902346
"CHS1"	0.0553704008292865	6.4779817279336	0.311908133785659	0.368848372539053
"NUP84"	0.0585075429573262	6.29496810042268	0.312052681448764	0.368942684420528
"LCB3"	0.0581458315523048	6.40261724729663	0.312139930268679	0.368969226271508
"SGF29"	0.122401245467812	4.08239476035752	0.312568264295463	0.369398857803729
"PRE9"	0.0456762280678729	7.00722015929838	0.31277952021176	0.369571817407297
"TAF4"	-0.0833446354332129	5.38668914041161	0.314093922766911	0.371047883036264
"ALG8"	-0.0508269017953156	6.79973323954126	0.315601930772452	0.372752000377171
"BRR2"	0.0514481606564733	6.65801737723868	0.315988867072934	0.373131607033033
"YJR012C"	-0.194657238491111	2.78020177072141	0.316455095729589	0.373604668273746
"LCD1"	0.138014691852194	3.93118540050566	0.317012833881865	0.374185546460063
"PFA5"	-0.109013570240687	4.6107743155934	0.317881800137859	0.375133465281859
"GCY1"	-0.140545119978629	3.71583791448993	0.318320743031805	0.375573624289909
"LSB3"	0.0691750101761945	6.10353155186546	0.319034687827571	0.376337997201199
"TFB3"	-0.107688291245833	4.47015963686425	0.319405754093871	0.376697672703086
"BIT61"	-0.144345777904591	3.70331190746269	0.319522865466269	0.376757754393236
"BTN2"	-0.151386679090913	3.67415912652054	0.321984868241718	0.379582161442721
"PRP31"	0.120309950677705	4.11364187016616	0.322453624692438	0.379993591500605
"TOS3"	-0.196520696430047	2.60282964917752	0.322467340030018	0.379993591500605
"YPL225W"	0.0541294347240115	6.62360629548785	0.322697444113155	0.380186063889986
"SLM2"	-0.115913899967029	4.16473140552653	0.324669442608798	0.382430245389842
"snR17a"	-0.271762295796434	1.65198977572829	0.325878375897088	0.383740370044982
"YFL040W"	-0.340144707178488	0.934675501548856	0.325916478668341	0.383740370044982
"ACE2"	0.0910024756688558	5.03944600360411	0.326937817768013	0.384863331480477
"FAR10"	-0.146366639590235	3.50547838983334	0.32747761663227	0.385419088281138
"MRPS35"	0.0614327039121654	6.08749837319622	0.32791806282452	0.385857708146893
"YLR031W"	-0.252167163220144	1.82025650691138	0.328199172394062	0.38610869578756
"YBR241C"	0.17131623797637	3.06852162337889	0.329222439198362	0.387232507497516
"MRPL17"	0.0758705639573747	5.48894955843499	0.329405712414766	0.387368055863213
"STE6"	0.172930620816462	2.9942262585855	0.330209361747028	0.388232935326776
"RPO31"	-0.0363010339418718	7.72069949032843	0.330298044068086	0.388257031982594
"YCR023C"	-0.0674409626427575	5.87146887630148	0.331376869650713	0.38944476693316
"TRE2"	-0.0603688549091538	6.11436245946478	0.331652003561624	0.389687682269889
"RRP42"	-0.0581761350112284	6.21244399470244	0.332253192142943	0.39031352920609
"RAD4"	0.129048353801452	3.87981781645463	0.332335237900073	0.390329382137586
"PAB1"	0.0176209927040792	10.115700476124	0.333252942345788	0.391269177081985
"tL(CAA)L"	0.404314277375822	0.591013677473894	0.333272832604079	0.391269177081985
"POF1"	0.129931510232397	3.7949410261081	0.333377402161689	0.391311261164432
"UBC4"	-0.0380465612904271	7.5036524785151	0.334106664285401	0.392036712529927
"SLI15"	0.132742409129878	3.88135659801279	0.334133151722468	0.392036712529927
"ERG12"	0.056699469493804	6.31704071361601	0.335463893419799	0.393516977571556
"ORC3"	0.118974947390048	4.25977213333282	0.335919801617103	0.393970618003663
"TIP20"	0.0860188681194336	5.07873750180632	0.336709055133803	0.394814942325345
"MDJ1"	0.0771785794833053	5.34090799643704	0.3375253641252	0.395690636880561
"RPL10"	0.0133996411078341	12.0108148268891	0.338349650885975	0.396575321561289
"TGL5"	-0.0991534559064532	4.61546149638066	0.339127891886871	0.397405683557079
"ZDS2"	-0.0899447854698084	4.95013527940488	0.339672383774155	0.397961842224288
"ELG1"	-0.100164192761264	4.59325768089157	0.340028428685281	0.39825648187574
"TUM1"	-0.0646473911433603	5.85121719138395	0.340063753930427	0.39825648187574
"AVO2"	0.164472086326597	3.21158345746368	0.341957512592076	0.400391954904232
"POP5"	-0.112408330234409	4.46159270890022	0.343553059286402	0.402177450570882
"YBR196C-B"	-0.321240721787439	1.19158945520917	0.343766954403459	0.402345126078787
"YTH1"	0.139743667155769	3.51731026459408	0.344242805302848	0.402819262925281
"BET4"	0.105668520212654	4.34860355304677	0.344898115146255	0.403503157518549
"RAD7"	0.113110881096958	4.32186730849196	0.345546444976255	0.404178606757353
"YHR175W-A"	-0.129022761882544	3.99045767127987	0.345622021336927	0.404183978125378
"KEL2"	0.114895561867184	4.38469735160461	0.346492952816457	0.405119275839201
"FLX1"	-0.116455884532231	4.35046258834298	0.347048269613147	0.405685248855934
"snR5"	-0.318097341597292	1.05203145522857	0.347512871586695	0.406144969379031
"DMA2"	0.101977680002141	4.66719186059764	0.348089609861757	0.406735530177067
"MRS4"	0.143392753607008	3.51929801643472	0.349109827598235	0.407843938929904
"RIM101"	0.0741525060898192	5.43967084982915	0.349711706600905	0.408463273309857
"YOX1"	-0.0816425496898316	5.22766124329672	0.350637588913378	0.409460711909921
"YDR222W"	0.0923436537999614	4.82480934841687	0.350773755667238	0.409535731960068
"YIR007W"	0.152714344462268	3.21163024210959	0.350902682477829	0.409571756890759
"IMO32"	-0.14417902359556	3.41417489735746	0.350948472404288	0.409571756890759
"tV(AAC)L"	-0.445086518542405	0.18128803878886	0.352301799901144	0.411066895212524
"NTG2"	0.175084645004116	3.04041268033823	0.352896173394296	0.411676052306315
"GTR2"	-0.0903222396285614	4.91277949063252	0.35313056295118	0.411865101483822
"MFM1"	-0.166140944413602	2.92562793827063	0.353511511440905	0.41222497361141
"PHO80"	-0.103742770310514	4.31198782419289	0.353923852018361	0.412621296763421
"NCE101"	0.121496761135012	3.84448877093759	0.354191076492021	0.412848309016493
"NHX1"	0.04262632326534	6.93506990596221	0.354680010537709	0.413333602128881
"FYV5"	-0.316380947853604	0.897517062217301	0.354819901694646	0.413412015602479
"ABD1"	0.0784301702081843	5.37586857320066	0.355401943256675	0.414005455176659
"YML079W"	0.0746522866011883	5.3201194655174	0.355650603338792	0.41421037746187
"MRPS9"	0.0556333529035306	6.30460533358082	0.356518800859204	0.415136615969797
"RVS167"	0.0546516956066161	6.5452231124226	0.357491906747915	0.416184607855781
"KAR2"	0.0174537746865807	10.147140618441	0.35789387672204	0.416567402709586
"YGL117W"	-0.200240006610385	2.53996437159083	0.358494773568089	0.417181532944348
"PTM1"	0.0344362771271278	7.57650060153426	0.359392659252712	0.418140948464434
"DBP1"	-0.22051800667692	2.02369419505908	0.359603151494853	0.418300376835893
"KAP122"	-0.0569959859503965	6.23946747617859	0.360052906220396	0.418738000003867
"ATE1"	-0.0943308575090651	4.63808924501866	0.360835701279686	0.419562687989898
"MATALPHA2"	-0.220505968670684	1.84232284159731	0.361580023426409	0.42034231388117
"CDC5"	0.0523053315268308	6.30685547277634	0.362009151184994	0.420755277984764
"FKH1"	-0.0771854554108806	5.22532871068861	0.362357082385925	0.42107371981744
"RDS3"	0.168211829113896	3.24643917694259	0.363487130531881	0.422300698071522
"CCM1"	-0.0672373502690816	5.64665389924774	0.365973260438999	0.425102355148849
"YJR098C"	0.130956546503651	3.66075280163276	0.366089716597293	0.425150896656126
"RVB2"	0.0417408877267938	6.95975612693492	0.366866392636207	0.425965995038859
"POP4"	-0.102984344790621	4.33298488946133	0.367313934590308	0.426398683701777
"SCD5"	-0.0893751624907708	4.91348595234224	0.368414310914669	0.427588888371
"EST1"	0.171749187360408	3.00007058951939	0.369395144153143	0.428639892155695
"SPO19"	-0.221892686298757	1.84650848899914	0.370371579480979	0.42968536543698
"TVP18"	-0.0634529069377723	5.74443071334406	0.372798505808402	0.432412852326959
"YJL049W"	0.130479040481177	3.52136442631117	0.373348476507042	0.432962571330163
"ASK10"	-0.0466372372572454	6.68774542651966	0.374140831332739	0.433793095827452
"RNH201"	0.106436622543015	4.41800129098012	0.374409481214026	0.433969923262848
"MEC1"	-0.0822817348441455	4.99480013812925	0.374445773268418	0.433969923262848
"PIF1"	0.069358959191786	5.43902679730031	0.37474689315163	0.434230526985222
"IQG1"	0.050475169808909	6.38124120320065	0.375029915007532	0.434470058199977
"YLR177W"	0.083041449243412	4.91122746067029	0.375238766618915	0.434623583630615
"LCB5"	0.0924860429419353	4.65803149765805	0.375384319081281	0.43470374473232
"BIL1"	-0.143033703871717	3.44866765497975	0.375807836591458	0.43510569775351
"MRPL36"	-0.0605632400733881	5.9158711637571	0.376577203594778	0.435907826238802
"APC5"	0.114766041310973	4.07269898195534	0.377062469983058	0.43638083416332
"CRF1"	0.0878700387059616	4.97893709443368	0.377326166745688	0.436597275645183
"ARO4"	-0.0234308478329135	9.2431646619836	0.377590430927261	0.436814285595251
"CHL1"	-0.0898340322106728	4.75278518318278	0.378029368364898	0.43723323653661
"GPI13"	-0.0375739723472169	7.1542976807199	0.378417032275843	0.437592725787703
"CWC27"	0.101013167794801	4.3031888484234	0.37908092729824	0.438271431479427
"KRE29"	0.157751921636798	3.04332005374355	0.380236734151484	0.43951846615074
"NIT2"	0.127614912523669	3.65154575103963	0.380718449546898	0.439985965439423
"RPS11B"	0.0154342303659061	10.652323719909	0.381679999167095	0.441007693842825
"AAC1"	0.200575914902469	2.14457651035783	0.382523489944558	0.441867078350217
"PEX28"	-0.12205975853453	3.75948946367767	0.382578977215766	0.441867078350217
"TIP41"	-0.10789560910439	4.11008886260625	0.383550740850538	0.442899598134853
"PDS1"	0.11849098522282	4.10967421155159	0.383921713217129	0.44323808496722
"MTQ2"	0.0807949330407747	4.9227277102582	0.384839308335457	0.444207383268213
"SET2"	-0.0611665032893074	5.75186646502939	0.386558269240777	0.446101091418115
"snR161"	0.348398352967513	0.527663205324641	0.386742835325625	0.446223648296679
"SEN34"	-0.0904571717226842	4.54303149052853	0.388533503393852	0.448198899579537
"KIP2"	0.0997136641185309	4.37693355237178	0.389414504268737	0.449050813409751
"CAT2"	0.24878211459146	1.68120229755871	0.389429735970733	0.449050813409751
"YGR015C"	-0.150077827529237	3.01494957871148	0.389733740898802	0.449310370657579
"MKS1"	0.0856987510169023	4.73731146780915	0.392092320069956	0.45193798997537
"PET494"	0.117894404768119	3.76255255898862	0.393108697904719	0.453017795156743
"ATG38"	-0.228169049472963	1.79359719900368	0.393327837553165	0.453178613320057
"YLR046C"	-0.0884789927710339	4.76823570628457	0.394488072341333	0.454423444044417
"ADA2"	-0.0964397673775805	4.44239531540558	0.394822997469668	0.454717262862518
"SRB2"	0.0685085700349106	5.36328703768256	0.396434826793469	0.456481274774926
"GNT1"	-0.0436210726031251	6.84262269280048	0.396529933044393	0.456498471240351
"GTR1"	0.0823298159197092	4.96907100853443	0.398948289960675	0.459189723678205
"PEX30"	-0.0613800634544451	5.73059507812195	0.400275062177387	0.460616456420975
"MDY2"	0.0768559365617292	5.14772531314917	0.400349638712224	0.460616456420975
"SEC39"	0.0658571747901656	5.5243214613448	0.400477521930353	0.460670507044734
"REC104"	0.463436038629688	0.0742598704312812	0.401016996012507	0.461197894424402
"LSB1"	-0.0615955290201198	5.56958715401098	0.401448696597824	0.461600236647807
"YIR044C"	0.122615105460724	3.50724433187951	0.401528972974462	0.461600236647807
"ATP19"	0.054628966072798	6.00772442755847	0.403215381048991	0.463445373373628
"MCH2"	0.322815720268965	0.793372591685985	0.403412329609241	0.463578164438955
"MUK1"	0.0927528708435465	4.39714925236336	0.403532248931564	0.463622402222826
"PET54"	0.0911896249061151	4.31028119722761	0.405252938448456	0.465477616970068
"PRP24"	-0.120766942642861	3.60096797977224	0.405448513839645	0.465477616970068
"CAT5"	0.105478316812769	4.06699631065845	0.405449464226413	0.465477616970068
"COA6"	-0.126388982432319	3.38748077411212	0.405474004245089	0.465477616970068
"YLR283W"	-0.124264860956079	3.61815338875414	0.405730509463277	0.465678194090687
"YMR279C"	-0.116118692687097	3.68880084885026	0.406577313932322	0.46655607124761
"YKL023W"	-0.0972618046355053	4.11553476136698	0.408178026383666	0.468298545683779
"SRB6"	-0.116766686834376	3.67049776618055	0.41093395987246	0.471365424559587
"XDJ1"	-0.0745796063939353	5.07610200967187	0.411827723975807	0.472295480426635
"PLP1"	0.12616460975629	3.49672136849756	0.411935247710786	0.47232366098776
"RAD28"	0.1411595467995	3.16031527956453	0.41262511770103	0.472937189120306
"APT2"	0.067318639033871	5.53834209014883	0.4126766665268	0.472937189120306
"STE4"	0.170743261665209	2.5476343795974	0.412719510491535	0.472937189120306
"LEA1"	-0.136859331066207	3.11011908420738	0.412897605035693	0.47304606902882
"APS3"	0.0908816854133656	4.64972486935188	0.413084218878537	0.47316466350722
"ARP10"	0.322210946588058	0.695743277031136	0.416642747931464	0.477144772067931
"SGF11"	-0.102465937205073	3.95611194542327	0.417741373028701	0.478306731957656
"IRC6"	-0.140051809204175	3.15011773776686	0.418634731790264	0.479233245439036
"RGA1"	-0.0505856438561835	6.06765523006161	0.418820100504847	0.479349075834091
"BUD8"	0.0656351597221296	5.30014685914954	0.419841804690388	0.48042187216782
"RRS1"	-0.0185917839043539	9.15261272808208	0.420584862850097	0.481175448878532
"YLR030W"	0.133798813708335	3.10974361088691	0.421234211715939	0.481821535056359
"OSH3"	0.0415669578781331	6.69891243175749	0.421832564630065	0.482409042579552
"FZF1"	0.12472748018861	3.42671196431379	0.423393021264235	0.484096358047902
"MRPL40"	0.0857550754227517	4.57220497868043	0.423588487249696	0.484222615217782
"SET1"	-0.0498901148065835	6.24079078504723	0.424524669576224	0.485025926630306
"THI74"	-0.0996017031013282	4.0536044235735	0.424536623296474	0.485025926630306
"AZF1"	0.123328114354526	3.43967376451042	0.424546754184307	0.485025926630306
"MSE1"	0.0857761798220621	4.51003976607682	0.426063843979321	0.486661489993631
"PER33"	-0.0396091102389823	6.93498118905533	0.42667458026846	0.487261343772285
"AMN1"	-0.0615487879340391	5.49892961837796	0.427203222986309	0.487767225122126
"PFS2"	0.0912951403328879	4.3253896034859	0.428090657614874	0.488682478841037
"PUS6"	-0.107867556892534	3.8103935176867	0.428412694628135	0.488855777982283
"YKL222C"	0.126155033898388	3.3937662347052	0.428414178456549	0.488855777982283
"PHO5"	-0.10567901432021	3.84174102949542	0.429231973058571	0.489690814384994
"YMR178W"	-0.059969682367654	5.52033262759386	0.429485263587075	0.489881628779007
"BPH1"	0.0679120509741735	5.32889592486851	0.43012798944072	0.490516477443513
"YOR296W"	-0.0836447870449873	4.50133956257075	0.430595837634867	0.490951681916887
"TAP42"	0.0960146796746012	4.14442817526992	0.431963817173285	0.492412807804741
"SNF7"	-0.0606908201805756	5.62542351256172	0.432079367902459	0.492445940920056
"EKI1"	-0.079670078960731	4.70327500808018	0.433425313566461	0.493881075734927
"RRN10"	0.143782204233867	3.1446362201314	0.435097048892681	0.495686793996584
"PDR1"	0.0618237775643916	5.54453879076151	0.435816857081041	0.496407518347559
"HSP30"	-0.271087039353555	1.21190937144499	0.436439230556754	0.497016995758031
"BUR2"	-0.0853439716990286	4.58359144175093	0.436545735112171	0.497038875370666
"YLR042C"	0.397698414831718	0.201638344427618	0.437305877514924	0.49780481138944
"TUL1"	0.0575730631780185	5.65124440593403	0.438882602631681	0.499499807992163
"SPO23"	-0.357576329591303	0.511440315400617	0.439054099272807	0.499595132146156
"YDR249C"	0.0996848178300909	4.06440518083119	0.439610479805495	0.500128286116381
"ROX1"	-0.0659348687410484	5.37796736148171	0.443709006601396	0.504690188491479
"KDX1"	-0.0782507066947441	4.77226111328904	0.446562346810639	0.507834232622284
"EAF6"	0.100622145063887	4.02473933019084	0.447184080610182	0.508434435217716
"ITC1"	-0.0486890551939516	6.04377795117813	0.447348067410076	0.508434435217716
"SHG1"	-0.142040513366993	2.87552709245888	0.447358012019803	0.508434435217716
"MRS2"	0.0968919323957087	3.99137387049044	0.449112405671175	0.51032648930187
"HRT3"	0.098758266793323	3.88783038152822	0.449656737983686	0.510843069848186
"NSE4"	0.124169108391269	3.318501111923	0.450446375318042	0.511638073221809
"STE24"	0.0254409695675483	8.19650607270534	0.450606594104339	0.511717979024752
"UAF30"	-0.119799169408059	3.45080062362585	0.450890249287706	0.51193800188319
"YAL044W-A"	0.083224364124303	4.49362337618771	0.452497999330679	0.513661006417242
"OGG1"	0.101776561345422	4.15900771540064	0.453282849373426	0.514449380971155
"LST4"	0.0378972283672995	6.73166215555374	0.453475997382018	0.514489170538648
"MOT2"	-0.0612528019354246	5.44445685755202	0.45349862081726	0.514489170538648
"YRA1"	0.0238019587635771	8.12679373245794	0.454330023307253	0.515329711695518
"GPI12"	0.0838098906089966	4.50907502491465	0.454442423357425	0.515354542640346
"NUP85"	0.0375665017526107	6.74699017598167	0.455164654501933	0.516070797039826
"CTF18"	0.0692874521495634	5.1323664395325	0.455519588968029	0.516277808176485
"PTP2"	-0.0802796517717329	4.69517004556384	0.455528575391405	0.516277808176485
"NOP19"	-0.102895976914972	4.09098901815857	0.455784633119128	0.516465214125436
"snR58"	0.462540627911042	-0.0412054776916624	0.456173014098828	0.516802455686178
"HUA1"	0.132344020997093	3.09072088043789	0.456875054812567	0.517494840283023
"RPT1"	0.0347571564936988	7.24742561278251	0.457065913110598	0.517608056732646
"PET309"	0.0755207370256248	4.88704876894109	0.45778814432272	0.518322866131153
"RTT102"	-0.0808985665766834	4.66685975306958	0.458211101435895	0.518698610651289
"BLI1"	0.168693207472064	2.23177278993286	0.459196644076619	0.519710930505321
"MRP7"	0.0451507296226929	6.24470768824056	0.459802520051184	0.520293233142178
"CTR2"	0.0540515387514452	5.75284952822299	0.460494946457611	0.520973221762296
"ELA1"	0.129706952110259	3.19897578028357	0.460812865515185	0.521223388087178
"YOR131C"	-0.0692078597807676	5.06408039128338	0.460899149810141	0.521223388087178
"TPO4"	-0.0752957900971334	4.82354557356193	0.461374763910239	0.521603045713889
"ABM1"	-0.354123086139035	0.318824084535214	0.461418078900748	0.521603045713889
"YNG2"	-0.0930993786216555	4.01074471788741	0.463254484584468	0.523472247956983
"ADE1"	0.0304094299382388	7.44944277110595	0.463255471980196	0.523472247956983
"GRX7"	0.0605556684818379	5.36043306394852	0.463617736807363	0.52377765741689
"EAP1"	-0.0560886496890034	5.56106869925389	0.465407920690187	0.525695834241208
"PRS4"	0.036990929225985	6.66495603892365	0.466771574418181	0.527131563811408
"CGI121"	-0.0790065772491591	4.72404637547535	0.467854597340093	0.528249866598154
"ROG1"	-0.0933797241981631	4.13163601649534	0.468078470071083	0.528397860544161
"snR39B"	-0.211245660470621	1.59119398575955	0.468531963205513	0.528804955102515
"GLE1"	-0.0555113916925953	5.51210755101074	0.468873266863023	0.5290852916207
"CAF16"	-0.0590404647306825	5.37356434373365	0.469290806201594	0.529451525760229
"LSM8"	0.171107582464884	2.00603468999378	0.470500166885419	0.530710766688902
"MET12"	0.0444269720799696	6.26504402634418	0.471598320352977	0.531844095086126
"BBP1"	-0.101264418757964	3.74917646818496	0.47313340039798	0.533469620171505
"YJR011C"	-0.140119391737978	2.60667804116054	0.473387053946957	0.533649947569585
"RTG1"	0.126982846957541	2.82663639181393	0.473859663859993	0.534076984564291
"VPS64"	0.0882820389297882	4.16037787032824	0.474438896333303	0.534624000736558
"MPD2"	0.0552524001654679	5.55839166714392	0.475470509351623	0.535680467005964
"YIL055C"	-0.183592478048246	2.01781416052382	0.476491033606701	0.5367164799175
"DIG2"	-0.117692183495542	3.25182613902154	0.476578595444833	0.5367164799175
"NTG1"	-0.0948881725935426	3.8037393699853	0.476703138519801	0.536750577562141
"ORC1"	-0.0534210597272308	5.67827222064059	0.477285331109369	0.53729985672929
"YML002W"	-0.0791665705813328	4.52979691115265	0.477610430590543	0.537525575453628
"VMA2"	-0.0173073385300048	9.13575012794534	0.477674642043441	0.537525575453628
"NBL1"	0.210109346260187	1.71004957281333	0.477835435804192	0.537561797298253
"DLS1"	-0.0806620151826409	4.36269835896836	0.477895647685943	0.537561797298253
"ECM8"	-0.206020310664678	1.65195458075984	0.478196917275364	0.537794439456039
"SPP382"	0.0946625609442004	3.79828010338189	0.478772380605692	0.538335295254504
"FHL1"	-0.0622873739100544	5.23914625788099	0.479339591463953	0.53886666017685
"MCP2"	0.0483354752309268	5.83536069791139	0.481035836799107	0.540666809067137
"KAR9"	-0.101346158477629	3.72807318633978	0.481351160675446	0.540914448171697
"BSC1"	0.25504418114156	0.994414735404602	0.481652069207408	0.541145793620162
"MET16"	0.133221089086869	2.85923444508705	0.481891333180832	0.541307802551126
"YPL071C"	-0.119412345771442	3.09652966281227	0.482624214584861	0.542024117918382
"MCM4"	0.0462871189456315	6.0719857690354	0.482727896091867	0.542033650236067
"MRPL25"	0.0973516098225388	3.80665934836097	0.483457186742371	0.542745508933569
"SNU56"	-0.0903410268428134	4.29417069575507	0.483963111761365	0.543206378547056
"YCH1"	0.085223657037766	4.12723513034237	0.485390941408591	0.54461939933116
"SWC4"	0.0747435923188642	4.41147711505756	0.485413321321678	0.54461939933116
"VPS60"	0.0707135088473891	4.75043141376023	0.485731351333649	0.544779951993326
"SRC1"	0.0524537982269149	5.66588442158189	0.48574777243943	0.544779951993326
"ISY1"	-0.0867226098616355	4.12892136461424	0.48633996181674	0.545336696058393
"BEM2"	-0.0289678456084164	7.34495852061231	0.486545194068666	0.545459408353413
"SYN8"	-0.0775392438944802	4.64480057436504	0.486693118569245	0.545517838018363
"YAE1"	-0.0970316877234806	3.74738234531317	0.486831399581337	0.54556543775165
"YPR090W"	-0.043682155065321	6.0840102095679	0.487091476856794	0.545749482334236
"TAF11"	-0.0926058152800459	3.98721546702056	0.487290990063761	0.545865610352756
"snR73"	-0.243112709578846	1.24189067404306	0.487432189008129	0.545916381631056
"YDL057W"	-0.160338932550786	2.27608788647416	0.488642873445705	0.547164704306754
"CDC53"	0.0367568504150207	6.63623634550695	0.490515853896812	0.549154005522699
"MSB2"	-0.030316542033277	7.3013320683739	0.491295491363269	0.549918719839287
"MDE1"	0.0422431813761133	6.32119779124593	0.491638942475693	0.55019499576584
"SNF1"	0.039588261482402	6.31135798716541	0.492258506050373	0.550730865511821
"NTO1"	-0.0725484810962643	4.70510356874458	0.492311223297361	0.550730865511821
"RSC58"	-0.0498162310198284	5.71892409467284	0.494406642475409	0.552966297830481
"RPS18B"	0.0125474019274252	10.7153223791581	0.494719198545273	0.553207210627805
"LPL1"	-0.0635339480775469	4.98153745383231	0.495063438284041	0.553483451323254
"FKS1"	-0.0109384015031137	10.939855837558	0.495413973656264	0.553766620730029
"ELP6"	-0.0703710927160678	4.71653034867873	0.49734803680641	0.555819376167949
"SHE1"	-0.10007031331311	3.48673306726895	0.498270324198697	0.556740821426095
